2016-04-01,76.78253
2016-04-02,73.19464
2016-04-03,69.53468
2016-04-04,65.25539
2016-04-05,61.289043
2016-04-06,60.931225
2016-04-07,61.584015
2016-04-08,63.487087
2016-04-09,65.94515
2016-04-10,62.493122
2016-04-11,53.04554
2016-04-12,49.58389
2016-04-13,49.87434
2016-04-14,49.04394
2016-04-15,52.834885
2016-04-16,58.53988
2016-04-17,57.408234
2016-04-18,50.051872
2016-04-19,47.788292
2016-04-20,48.443436
2016-04-21,49.97294
2016-04-22,57.9103
2016-04-23,65.524734
2016-04-24,68.04312
2016-04-25,64.50099
2016-04-26,61.01558
2016-04-27,63.139805
2016-04-28,63.381866
2016-04-29,68.1561
2016-04-30,70.16635
2016-05-01,65.75943
2016-05-02,50.24745
2016-05-03,45.30837
2016-05-04,43.137115
2016-05-05,38.671204
2016-05-06,41.075157
2016-05-07,47.197075
2016-05-08,45.630497
2016-05-09,36.681778
2016-05-10,30.8381
2016-05-11,31.595783
2016-05-12,32.243927
2016-05-13,44.662056
2016-05-14,49.514923
2016-05-15,46.76609
2016-05-16,39.491905
2016-05-17,34.417526
2016-05-18,31.579151
2016-05-19,35.173805
2016-05-20,44.186394
2016-05-21,50.813225
2016-05-22,49.986404
2016-05-23,42.614994
2016-05-24,40.85057
2016-05-25,40.204243
2016-05-26,43.420155
2016-05-27,52.13607
2016-05-28,59.704872
2016-05-29,60.06272
2016-05-30,54.504723
2016-05-31,49.387814
2016-06-01,46.72732
2016-06-02,39.439907
2016-06-03,42.26431
2016-06-04,47.21876
2016-06-05,44.730354
2016-06-06,36.936478
2016-06-07,30.74851
2016-06-08,29.247185
2016-06-09,31.436607
2016-06-10,40.8459
2016-06-11,47.13749
2016-06-12,45.865936
2016-06-13,37.79391
2016-06-14,33.374126
2016-06-15,33.410015
2016-06-16,35.27335
2016-06-17,45.327705
2016-06-18,50.556133
2016-06-19,51.87999
2016-06-20,43.345528
2016-06-21,40.694595
2016-06-22,40.683426
2016-06-23,45.20867
2016-06-24,55.391575
2016-06-25,62.387794
2016-06-26,65.79968
